Simulated_Solar_Power;Time;Sun_intensity
0.0;02:22:00;0
0.0;02:23:00;0
0.0;02:24:00;0
0.0;02:25:00;0
0.0;02:26:00;0
0.0;02:27:00;0
0.0;02:28:00;0
0.0;02:29:00;0
0.0;02:30:00;0
0.0;02:31:00;0
0.0;02:32:00;0
0.0;02:33:00;0
0.0;02:34:00;0
0.0;02:35:00;0
0.0;02:36:00;0
0.0;02:37:00;0
0.0;02:38:00;0
0.0;02:39:00;0
0.0;02:40:00;0
0.0;02:41:00;0
0.0;02:42:00;0
0.0;02:43:00;0
0.0;02:44:00;0
0.0;02:45:00;0
0.0;02:46:00;0
0.0;02:47:00;0
0.0;02:48:00;0
0.0;02:49:00;0
0.0;02:50:00;0
0.0;02:51:00;0
0.0;02:52:00;0
0.0;02:53:00;0
0.0;02:54:00;0
0.0;02:55:00;0
0.0;02:56:00;0
0.0;02:57:00;0
0.0;02:58:00;0
0.0;02:59:00;0
0.0;03:00:00;0
0.0;03:01:00;0
0.0;03:02:00;0
0.0;03:03:00;0
0.0;03:04:00;0
0.0;03:05:00;0
0.0;03:06:00;0
0.0;03:07:00;0
0.0;03:08:00;0
0.0;03:09:00;0
0.0;03:10:00;0
0.0;03:11:00;0
0.0;03:12:00;0
0.0;03:13:00;0
0.0;03:14:00;0
0.0;03:15:00;0
0.0;03:16:00;0
0.0;03:17:00;0
0.0;03:18:00;0
0.0;03:19:00;0
0.0;03:20:00;0
0.0;03:21:00;0
0.0;03:22:00;0
0.0;03:23:00;0
0.0;03:24:00;0
0.0;03:25:00;0
0.0;03:26:00;0
0.0;03:27:00;0
0.0;03:28:00;0
0.0;03:29:00;0
0.0;03:30:00;0
0.0;03:31:00;0
0.0;03:32:00;0
0.0;03:33:00;0
0.0;03:34:00;0
0.0;03:35:00;0
0.0;03:36:00;0
0.0;03:37:00;0
0.0;03:38:00;0
0.0;03:39:00;0
0.0;03:40:00;0
0.0;03:41:00;0
0.0;03:42:00;0
0.0;03:43:00;0
0.0;03:44:00;0
0.0;03:45:00;0
0.0;03:46:00;0
0.0;03:47:00;0
0.0;03:48:00;0
0.0;03:49:00;0
0.0;03:50:00;0
0.0;03:51:00;0
0.0;03:52:00;0
0.0;03:53:00;0
0.0;03:54:00;0
0.0;03:55:00;0
0.0;03:56:00;0
0.0;03:57:00;0
0.0;03:58:00;0
0.0;03:59:00;0
0.0;04:00:00;0
0.0;04:01:00;0
0.0;04:02:00;0
0.0;04:03:00;0
0.0;04:04:00;0
0.0;04:05:00;0
0.0;04:06:00;0
0.0;04:07:00;0
0.0;04:08:00;0
0.0;04:09:00;0
0.0;04:10:00;0
0.0;04:11:00;0
0.0;04:12:00;0
0.0;04:13:00;0
0.0;04:14:00;0
0.0;04:15:00;0
0.0;04:16:00;0
0.0;04:17:00;0
0.0;04:18:00;0
0.0;04:19:00;0
0.0;04:20:00;0
0.0;04:21:00;0
0.0;04:22:00;0
0.0;04:23:00;0
0.0;04:24:00;0
0.0;04:25:00;0
0.0;04:26:00;0
0.0;04:27:00;0
0.0;04:28:00;0
0.0;04:29:00;0
0.0;04:30:00;0
0.0;04:31:00;0
0.0;04:32:00;0
0.0;04:33:00;0
0.0;04:34:00;0
0.0;04:35:00;0
0.0;04:36:00;0
0.0;04:37:00;0
0.0;04:38:00;0
0.0;04:39:00;0
0.0;04:40:00;0
0.0;04:41:00;0
0.0;04:42:00;0
0.0;04:43:00;0
0.0;04:44:00;0
0.0;04:45:00;0
0.0;04:46:00;0
0.0;04:47:00;0
0.0;04:48:00;0
0.0;04:49:00;0
0.0;04:50:00;0
0.0;04:51:00;0
0.0;04:52:00;0
0.0;04:53:00;0
0.0;04:54:00;0
0.0;04:55:00;0
0.0;04:56:00;0
0.0;04:57:00;0
0.0;04:58:00;0
0.0;04:59:00;0
0.0;05:00:00;0
0.0;05:01:00;0
0.0;05:02:00;0
0.0;05:03:00;0
0.0;05:04:00;0
0.0;05:05:00;0
0.0;05:06:00;0
0.0;05:07:00;0
0.0;05:08:00;0
0.0;05:09:00;0
0.0;05:10:00;0
0.0;05:11:00;0
0.0;05:12:00;0
0.0;05:13:00;0
0.0;05:14:00;0
0.0;05:15:00;0
0.0;05:16:00;0
0.0;05:17:00;0
0.0;05:18:00;0
0.0;05:19:00;0
0.0;05:20:00;0
0.0;05:21:00;0
0.0;05:22:00;0
0.0;05:23:00;0
0.0;05:24:00;0
0.0;05:25:00;0
0.0;05:26:00;0
0.0;05:27:00;0
0.0;05:28:00;0
0.0;05:29:00;0
0.0;05:30:00;0
0.0;05:31:00;0
0.0;05:32:00;0
0.0;05:33:00;0
0.0;05:34:00;0
0.0;05:35:00;0
0.0;05:36:00;0
0.0;05:37:00;0
0.0;05:38:00;0
0.0;05:39:00;0
0.0;05:40:00;0
0.0;05:41:00;0
0.0;05:42:00;0
0.0;05:43:00;0
0.0;05:44:00;0
0.0;05:45:00;0
0.0;05:46:00;0
0.0;05:47:00;0
0.0;05:48:00;0
0.0;05:49:00;0
0.0;05:50:00;0
0.0;05:51:00;0
0.0;05:52:00;0
0.0;05:53:00;0
0.0;05:54:00;0
0.0;05:55:00;0
0.0;05:56:00;0
0.0;05:57:00;0
0.0;05:58:00;0
0.0;05:59:00;0
0.0;06:00:00;0
0.0;06:01:00;0
0.0;06:02:00;0
0.0;06:03:00;0
0.0;06:04:00;0
0.0;06:05:00;0
0.0;06:06:00;0
0.0;06:07:00;0
0.0;06:08:00;0
0.0;06:09:00;0
0.0;06:10:00;0
0.0;06:11:00;0
0.0;06:12:00;0
0.0;06:13:00;0
0.0;06:14:00;0
0.0;06:15:00;0
0.0;06:16:00;0
0.0;06:17:00;0
0.0;06:18:00;0
0.0;06:19:00;0
0.0;06:20:00;0
0.0;06:21:00;0
0.0;06:22:00;0
0.0;06:23:00;0
0.0;06:24:00;0
0.0;06:25:00;0
0.0;06:26:00;0
0.0;06:27:00;0
0.0;06:28:00;0
0.0;06:29:00;0
0.0;06:30:00;0
0.0;06:31:00;0
0.0;06:32:00;0
0.0;06:33:00;0
0.0;06:34:00;0
0.0;06:35:00;0
0.0;06:36:00;0
0.0;06:37:00;0
0.0;06:38:00;0
0.0;06:39:00;0
0.0;06:40:00;0
0.0;06:41:00;0
0.0;06:42:00;0
0.0;06:43:00;0
0.0;06:44:00;0
0.0;06:45:00;0
0.0;06:46:00;0
0.0;06:47:00;0
0.0;06:48:00;0
0.0;06:49:00;0
0.0;06:50:00;0
0.0;06:51:00;0
0.0;06:52:00;0
0.0;06:53:00;0
0.0;06:54:00;0
0.0;06:55:00;0
0.0;06:56:00;0
0.0;06:57:00;0
0.0;06:58:00;0
0.0;06:59:00;0
0.16190770934797125;07:00:00;0
0.16229320389403784;07:01:00;0
0.16267869844010444;07:02:00;0
0.16306419298617106;07:03:00;0
0.16344968753223763;07:04:00;0
0.16383518207830425;07:05:00;0
0.16422067662437084;07:06:00;0
0.1646061711704374;07:07:00;0
0.16499166571650403;07:08:00;0
0.1653771602625706;07:09:00;0
0.16576265480863722;07:10:00;0
0.16614814935470384;07:11:00;0
0.1665336439007704;07:12:00;0
0.166919138446837;07:13:00;0
0.16730463299290363;07:14:00;0
0.1676901275389702;07:15:00;0
0.16807562208503682;07:16:00;0
0.16846111663110344;07:17:00;0
0.16884661117717;07:18:00;0
0.1692321057232366;07:19:00;0
0.1696176002693032;07:20:00;0
0.1700030948153698;07:21:00;0
0.17038858936143642;07:22:00;0
0.17077408390750298;07:23:00;0
0.1711595784535696;07:24:00;0
0.1715450729996362;07:25:00;0
0.1719305675457028;07:26:00;0
0.1723160620917694;07:27:00;0
0.172701556637836;07:28:00;0
0.17308705118390258;07:29:00;0
0.1734725457299692;07:30:00;0
0.17385804027603577;07:31:00;0
0.1742435348221024;07:32:00;0
0.174629029368169;07:33:00;0
0.17501452391423558;07:34:00;0
0.17540001846030218;07:35:00;0
0.1757855130063688;07:36:00;0
0.17617100755243537;07:37:00;0
0.176556502098502;07:38:00;0
0.17694199664456856;07:39:00;0
0.17732749119063518;07:40:00;0
0.17771298573670177;07:41:00;0
0.17809848028276837;07:42:00;0
0.17848397482883496;07:43:00;0
0.17886946937490159;07:44:00;0
0.17925496392096815;07:45:00;0
0.17964045846703477;07:46:00;0
0.18002595301310137;07:47:00;0
0.18041144755916796;07:48:00;0
0.18079694210523456;07:49:00;0
0.18118243665130113;07:50:00;0
0.18156793119736775;07:51:00;0
0.18195342574343437;07:52:00;0
0.18233892028950094;07:53:00;0
0.18272441483556756;07:54:00;0
0.18310990938163416;07:55:00;0
0.18349540392770072;07:56:00;0
0.18388089847376735;07:57:00;0
0.1842663930198339;07:58:00;0
0.18465188756590054;07:59:00;0
0.18503738211196716;08:00:00;0
0.18542287665803373;08:01:00;0
0.18580837120410032;08:02:00;0
0.18619386575016694;08:03:00;0
0.1865793602962335;08:04:00;0
0.18696485484230013;08:05:00;0
0.18735034938836675;08:06:00;0
0.18773584393443332;08:07:00;0
0.18812133848049992;08:08:00;0
0.1885068330265665;08:09:00;0
0.1888923275726331;08:10:00;0
0.18927782211869973;08:11:00;0
0.1896633166647663;08:12:00;0
0.19004881121083292;08:13:00;0
0.1904343057568995;08:14:00;0
0.1908198003029661;08:15:00;0
0.1912052948490327;08:16:00;0
0.19159078939509933;08:17:00;0
0.1919762839411659;08:18:00;0
0.19236177848723252;08:19:00;0
0.19274727303329908;08:20:00;0
0.1931327675793657;08:21:00;0
0.1935182621254323;08:22:00;0
0.1939037566714989;08:23:00;0
0.1942892512175655;08:24:00;0
0.1946747457636321;08:25:00;0
0.19506024030969868;08:26:00;0
0.1954457348557653;08:27:00;0
0.19583122940183187;08:28:00;0
0.1962167239478985;08:29:00;0
0.1966022184939651;08:30:00;0
0.19698771304003165;08:31:00;0
0.19737320758609828;08:32:00;0
0.1977587021321649;08:33:00;0
0.19814419667823147;08:34:00;0
0.1985296912242981;08:35:00;0
0.19891518577036468;08:36:00;0
0.19930068031643125;08:37:00;0
0.19968617486249787;08:38:00;0
0.20007166940856444;08:39:00;0
0.20045716395463106;08:40:00;0
0.20084265850069768;08:41:00;0
0.20122815304676425;08:42:00;0
0.20161364759283085;08:43:00;0
0.20199914213889747;08:44:00;0
0.20238463668496404;08:45:00;0
0.20277013123103066;08:46:00;0
0.20315562577709723;08:47:00;0
0.20354112032316385;08:48:00;0
0.20392661486923044;08:49:00;0
0.20431210941529704;08:50:00;0
0.20469760396136363;08:51:00;0
0.20508309850743026;08:52:00;0
0.20546859305349682;08:53:00;0
0.20585408759956345;08:54:00;0
0.20623958214563004;08:55:00;0
0.20662507669169664;08:56:00;0
0.20701057123776323;08:57:00;0
0.20739606578382982;08:58:00;0
0.20778156032989642;08:59:00;0
0.20816705487596304;09:00:00;0
0.2085525494220296;09:01:00;0
0.20893804396809623;09:02:00;0
0.20932353851416283;09:03:00;0
0.20970903306022942;09:04:00;0
0.21009452760629602;09:05:00;0
0.21048002215236264;09:06:00;0
0.2108655166984292;09:07:00;0
0.21125101124449583;09:08:00;0
0.2116365057905624;09:09:00;0
0.21202200033662902;09:10:00;0
0.2124074948826956;09:11:00;0
0.2127929894287622;09:12:00;0
0.2131784839748288;09:13:00;0
0.21356397852089543;09:14:00;0
0.213949473066962;09:15:00;0
0.21433496761302862;09:16:00;0
0.21472046215909518;09:17:00;0
0.2151059567051618;09:18:00;0
0.2154914512512284;09:19:00;0
0.21587694579729497;09:20:00;0
0.2162624403433616;09:21:00;0
0.2166479348894282;09:22:00;0
0.21703342943549478;09:23:00;0
0.21741892398156137;09:24:00;0
0.217804418527628;09:25:00;0
0.21818991307369456;09:26:00;0
0.2185754076197612;09:27:00;0
0.21896090216582775;09:28:00;0
0.21934639671189438;09:29:00;0
0.21973189125796097;09:30:00;0
0.22011738580402757;09:31:00;0
0.22050288035009416;09:32:00;0
0.22088837489616078;09:33:00;0
0.22127386944222735;09:34:00;0
0.22165936398829397;09:35:00;0
0.22204485853436054;09:36:00;0
0.22243035308042716;09:37:00;0
0.22281584762649376;09:38:00;0
0.22320134217256035;09:39:00;0
0.22358683671862695;09:40:00;0
0.22397233126469357;09:41:00;0
0.22435782581076014;09:42:00;0
0.22474332035682676;09:43:00;0
0.22512881490289335;09:44:00;0
0.22551430944895995;09:45:00;0
0.22589980399502654;09:46:00;0
0.22628529854109314;09:47:00;0
0.22667079308715973;09:48:00;0
0.22705628763322636;09:49:00;0
0.22744178217929292;09:50:00;0
0.22782727672535955;09:51:00;0
0.22821277127142614;09:52:00;0
0.22859826581749274;09:53:00;0
0.22898376036355933;09:54:00;0
0.22936925490962595;09:55:00;0
0.22975474945569252;09:56:00;0
0.23014024400175914;09:57:00;0
0.2305257385478257;09:58:00;0
0.23091123309389233;09:59:00;0
0.23129672763995893;10:00:00;0
0.2316822221860255;10:01:00;0
0.23206771673209212;10:02:00;0
0.23245321127815874;10:03:00;0
0.2328387058242253;10:04:00;0
0.23322420037029193;10:05:00;0
0.2336096949163585;10:06:00;0
0.2339951894624251;10:07:00;0
0.2343806840084917;10:08:00;0
0.23476617855455828;10:09:00;0
0.2351516731006249;10:10:00;0
0.23553716764669153;10:11:00;0
0.2359226621927581;10:12:00;0
0.2363081567388247;10:13:00;0
0.2366936512848913;10:14:00;0
0.23707914583095788;10:15:00;0
0.2374646403770245;10:16:00;0
0.23785013492309107;10:17:00;0
0.2382356294691577;10:18:00;0
0.23862112401522428;10:19:00;0
0.23900661856129088;10:20:00;0
0.23939211310735747;10:21:00;0
0.2397776076534241;10:22:00;0
0.24016310219949066;10:23:00;0
0.24054859674555729;10:24:00;0
0.24093409129162388;10:25:00;0
0.24131958583769048;10:26:00;0
0.24170508038375707;10:27:00;0
0.24209057492982367;10:28:00;0
0.24247606947589026;10:29:00;0
0.24286156402195688;10:30:00;0
0.24324705856802345;10:31:00;0
0.24363255311409007;10:32:00;0
0.24401804766015667;10:33:00;0
0.24440354220622326;10:34:00;0
0.24478903675228986;10:35:00;0
0.24517453129835642;10:36:00;0
0.24556002584442305;10:37:00;0
0.24594552039048967;10:38:00;0
0.24633101493655624;10:39:00;0
0.24671650948262286;10:40:00;0
0.24710200402868945;10:41:00;0
0.24748749857475602;10:42:00;0
0.24787299312082264;10:43:00;0
0.24825848766688927;10:44:00;0
0.24864398221295583;10:45:00;0
0.24902947675902246;10:46:00;0
0.24941497130508902;10:47:00;0
0.24980046585115562;10:48:00;0
0.25018596039722224;10:49:00;0
0.2505714549432888;10:50:00;0
0.25095694948935543;10:51:00;0
0.25134244403542205;10:52:00;0
0.2517279385814886;10:53:00;0
0.25211343312755524;10:54:00;0
0.2524989276736218;10:55:00;0
0.25288442221968843;10:56:00;0
0.253269916765755;10:57:00;0
0.2536554113118216;10:58:00;0
0.2540409058578882;10:59:00;0
0.2544264004039548;11:00:00;0
0.2548118949500214;11:01:00;0
0.255197389496088;11:02:00;0
0.2555828840421546;11:03:00;0
0.2559683785882212;11:04:00;0
0.2563538731342878;11:05:00;0
0.2567393676803544;11:06:00;0
0.257124862226421;11:07:00;0
0.2575103567724876;11:08:00;0
0.2578958513185542;11:09:00;0
0.2582813458646208;11:10:00;0
0.2586668404106874;11:11:00;0
0.259052334956754;11:12:00;0
0.25943782950282057;11:13:00;0
0.2598233240488872;11:14:00;0
0.26020881859495376;11:15:00;0
0.2605943131410204;11:16:00;0
0.26097980768708695;11:17:00;0
0.2613653022331536;11:18:00;0
0.2617507967792202;11:19:00;0
0.26213629132528676;11:20:00;0
0.2625217858713534;11:21:00;0
0.26290728041742;11:22:00;0
0.2632927749634866;11:23:00;0
0.2636782695095532;11:24:00;0
0.26406376405561977;11:25:00;0
0.2644492586016864;11:26:00;0
0.26483475314775295;11:27:00;0
0.2652202476938195;11:28:00;0
0.26560574223988614;11:29:00;0
0.26599123678595277;11:30:00;0
0.26637673133201933;11:31:00;0
0.26676222587808596;11:32:00;0
0.2671477204241526;11:33:00;0
0.26753321497021915;11:34:00;0
0.26791870951628577;11:35:00;0
0.26830420406235234;11:36:00;0
0.26868969860841896;11:37:00;0
0.2690751931544856;11:38:00;0
0.26946068770055215;11:39:00;0
0.2698461822466187;11:40:00;0
0.27023167679268534;11:41:00;0
0.2706171713387519;11:42:00;0
0.2710026658848185;11:43:00;0
0.27138816043088515;11:44:00;0
0.2717736549769517;11:45:00;0
0.27215914952301834;11:46:00;0
0.2725446440690849;11:47:00;0
0.27293013861515153;11:48:00;0
0.27331563316121815;11:49:00;0
0.2737011277072847;11:50:00;0
0.27408662225335134;11:51:00;0
0.2744721167994179;11:52:00;0
0.27485761134548453;11:53:00;0
0.2752431058915511;11:54:00;0
0.2756286004376177;11:55:00;0
0.2760140949836843;11:56:00;0
0.2763995895297509;11:57:00;0
0.2767850840758175;11:58:00;0
0.2771705786218841;11:59:00;0
0.2775560731679507;12:00:00;0
0.2779415677140173;12:01:00;0
0.2783270622600839;12:02:00;0
0.27871255680615054;12:03:00;0
0.2790980513522171;12:04:00;0
0.2794835458982837;12:05:00;0
0.2798690404443503;12:06:00;0
0.2802545349904169;12:07:00;0
0.2806400295364835;12:08:00;0
0.28102552408255005;12:09:00;0
0.28141101862861667;12:10:00;0
0.2817965131746833;12:11:00;0
0.28218200772074986;12:12:00;0
0.2825675022668165;12:13:00;0
0.28295299681288305;12:14:00;0
0.2833384913589497;12:15:00;0
0.2837239859050163;12:16:00;0
0.28410948045108286;12:17:00;0
0.2844949749971495;12:18:00;0
0.2848804695432161;12:19:00;0
0.2852659640892827;12:20:00;0
0.28565145863534924;12:21:00;0
0.28603695318141587;12:22:00;0
0.28642244772748243;12:23:00;0
0.28680794227354905;12:24:00;0
0.2871934368196156;12:25:00;0
0.28757893136568224;12:26:00;0
0.28796442591174887;12:27:00;0
0.28834992045781543;12:28:00;0
0.28873541500388206;12:29:00;0
0.2891209095499487;12:30:00;0
0.28950640409601525;12:31:00;0
0.28989189864208187;12:32:00;0
0.29027739318814844;12:33:00;0
0.29066288773421506;12:34:00;0
0.2910483822802816;12:35:00;0
0.29143387682634825;12:36:00;0
0.2918193713724148;12:37:00;0
0.29220486591848144;12:38:00;0
0.292590360464548;12:39:00;0
0.2929758550106146;12:40:00;0
0.29336134955668125;12:41:00;0
0.2937468441027478;12:42:00;0
0.29413233864881444;12:43:00;0
0.294517833194881;12:44:00;0
0.29490332774094763;12:45:00;0
0.29528882228701425;12:46:00;0
0.2956743168330808;12:47:00;0
0.29605981137914744;12:48:00;0
0.296445305925214;12:49:00;0
0.29683080047128063;12:50:00;0
0.2972162950173472;12:51:00;0
0.2976017895634138;12:52:00;0
0.2979872841094804;12:53:00;0
0.298372778655547;12:54:00;0
0.2987582732016136;12:55:00;0
0.2991437677476802;12:56:00;0
0.2995292622937468;12:57:00;0
0.2999147568398134;12:58:00;0
0.30030025138588;12:59:00;0
0.30068574593194664;13:00:00;0
0.3010712404780132;13:01:00;0
0.30145673502407977;13:02:00;0
0.3018422295701464;13:03:00;0
0.30222772411621296;13:04:00;0
0.3026132186622796;13:05:00;0
0.30299871320834615;13:06:00;0
0.30338420775441277;13:07:00;0
0.3037697023004794;13:08:00;0
0.30415519684654596;13:09:00;0
0.3045406913926126;13:10:00;0
0.3049261859386792;13:11:00;0
0.3053116804847458;13:12:00;0
0.3056971750308124;13:13:00;0
0.30608266957687896;13:14:00;0
0.3064681641229456;13:15:00;0
0.30685365866901215;13:16:00;0
0.3072391532150788;13:17:00;0
0.30762464776114534;13:18:00;0
0.30801014230721196;13:19:00;0
0.30839563685327853;13:20:00;0
0.30878113139934515;13:21:00;0
0.3091666259454118;13:22:00;0
0.30955212049147834;13:23:00;0
0.30993761503754497;13:24:00;0
0.31032310958361153;13:25:00;0
0.31070860412967816;13:26:00;0
0.3110940986757448;13:27:00;0
0.31147959322181135;13:28:00;0
0.31186508776787797;13:29:00;0
0.31225058231394454;13:30:00;0
0.31263607686001116;13:31:00;0
0.3130215714060777;13:32:00;0
0.3134070659521443;13:33:00;0
0.3137925604982109;13:34:00;0
0.31417805504427754;13:35:00;0
0.3145635495903441;13:36:00;0
0.3149490441364107;13:37:00;0
0.31533453868247735;13:38:00;0
0.3157200332285439;13:39:00;0
0.31610552777461054;13:40:00;0
0.31649102232067716;13:41:00;0
0.31687651686674373;13:42:00;0
0.31726201141281035;13:43:00;0
0.3176475059588769;13:44:00;0
0.3180330005049435;13:45:00;0
0.3184184950510101;13:46:00;0
0.3188039895970767;13:47:00;0
0.3191894841431433;13:48:00;0
0.3195749786892099;13:49:00;0
0.3199604732352765;13:50:00;0
0.3203459677813431;13:51:00;0
0.3207314623274097;13:52:00;0
0.3211169568734763;13:53:00;0
0.3215024514195429;13:54:00;0
0.3218879459656095;13:55:00;0
0.3222734405116761;13:56:00;0
0.3226589350577427;13:57:00;0
0.3230444296038093;13:58:00;0
0.32342992414987587;13:59:00;0
0.3242009132420091;14:00:00;0
0.3236605783866058;14:01:00;0
0.32312024353120244;14:02:00;0
0.32257990867579905;14:03:00;0
0.3220395738203957;14:04:00;0
0.3214992389649924;14:05:00;0
0.320958904109589;14:06:00;0
0.32041856925418566;14:07:00;0
0.3198782343987823;14:08:00;0
0.319337899543379;14:09:00;0
0.3187975646879756;14:10:00;0
0.31825722983257226;14:11:00;0
0.31771689497716893;14:12:00;0
0.31717656012176554;14:13:00;0
0.31663622526636226;14:14:00;0
0.31609589041095887;14:15:00;0
0.31555555555555553;14:16:00;0
0.3150152207001522;14:17:00;0
0.3144748858447488;14:18:00;0
0.31393455098934553;14:19:00;0
0.31339421613394214;14:20:00;0
0.3128538812785388;14:21:00;0
0.31231354642313547;14:22:00;0
0.3117732115677321;14:23:00;0
0.31123287671232874;14:24:00;0
0.3106925418569254;14:25:00;0
0.3101522070015221;14:26:00;0
0.3096118721461187;14:27:00;0
0.30907153729071535;14:28:00;0
0.308531202435312;14:29:00;0
0.3079908675799086;14:30:00;0
0.30745053272450534;14:31:00;0
0.30691019786910195;14:32:00;0
0.3063698630136986;14:33:00;0
0.3058295281582953;14:34:00;0
0.3052891933028919;14:35:00;0
0.30474885844748856;14:36:00;0
0.3042085235920852;14:37:00;0
0.3036681887366819;14:38:00;0
0.30312785388127855;14:39:00;0
0.30258751902587516;14:40:00;0
0.3020471841704718;14:41:00;0
0.30150684931506844;14:42:00;0
0.30096651445966516;14:43:00;0
0.30042617960426177;14:44:00;0
0.29988584474885843;14:45:00;0
0.2993455098934551;14:46:00;0
0.2988051750380517;14:47:00;0
0.29826484018264837;14:48:00;0
0.29772450532724504;14:49:00;0
0.2971841704718417;14:50:00;0
0.29664383561643837;14:51:00;0
0.296103500761035;14:52:00;0
0.29556316590563164;14:53:00;0
0.2950228310502283;14:54:00;0
0.2944824961948249;14:55:00;0
0.2939421613394216;14:56:00;0
0.29340182648401825;14:57:00;0
0.2928614916286149;14:58:00;0
0.2923211567732115;14:59:00;0
0.2917808219178082;15:00:00;0
0.29124048706240485;15:01:00;0
0.29070015220700146;15:02:00;0
0.2901598173515982;15:03:00;0
0.2896194824961948;15:04:00;0
0.28907914764079146;15:05:00;0
0.2885388127853881;15:06:00;0
0.28799847792998473;15:07:00;0
0.28745814307458145;15:08:00;0
0.28691780821917806;15:09:00;0
0.2863774733637747;15:10:00;0
0.28583713850837134;15:11:00;0
0.285296803652968;15:12:00;0
0.28475646879756467;15:13:00;0
0.28421613394216133;15:14:00;0
0.283675799086758;15:15:00;0
0.2831354642313546;15:16:00;0
0.28259512937595127;15:17:00;0
0.28205479452054794;15:18:00;0
0.28151445966514455;15:19:00;0
0.28097412480974127;15:20:00;0
0.2804337899543379;15:21:00;0
0.27989345509893454;15:22:00;0
0.2793531202435312;15:23:00;0
0.2788127853881278;15:24:00;0
0.27827245053272454;15:25:00;0
0.27773211567732115;15:26:00;0
0.2771917808219178;15:27:00;0
0.2766514459665144;15:28:00;0
0.2761111111111111;15:29:00;0
0.27557077625570775;15:30:00;0
0.2750304414003044;15:31:00;0
0.2744901065449011;15:32:00;0
0.2739497716894977;15:33:00;0
0.27340943683409435;15:34:00;0
0.272869101978691;15:35:00;0
0.27232876712328763;15:36:00;0
0.2717884322678843;15:37:00;0
0.27124809741248096;15:38:00;0
0.2707077625570776;15:39:00;0
0.27016742770167423;15:40:00;0
0.2696270928462709;15:41:00;0
0.26908675799086756;15:42:00;0
0.26854642313546423;15:43:00;0
0.26800608828006084;15:44:00;0
